   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
 807,              ,                ,               ,      6786,        6786,      13405
 808,              ,                ,               ,      6799,        6799,      18024
 809,              ,                ,               ,      6803,        6803,      11517
 810,              ,                ,               ,      6809,        6809,      11016
 811,              ,                ,               ,      6844,        6844,      11000
 812,              ,                ,               ,      6837,        6837,      11000
 813,              ,                ,               ,      6846,        6846,      10000
 814,              ,                ,               ,      6840,        6840,      11002
 815,              ,                ,               ,      6851,        6851,      11999
 816,              ,                ,               ,      6877,        6877,      12001
 817,              ,                ,               ,      6888,        6888,      12015
 818,              ,                ,               ,      6906,        6906,      11539
 819,              ,                ,               ,      6916,        6916,      11001
 820,              ,                ,               ,      6914,        6914,      10000
 821,              ,                ,               ,      6922,        6922,       9986
 822,              ,                ,               ,      6927,        6927,      10000
 823,              ,                ,               ,      6913,        6913,      12014
 824,              ,                ,               ,      6956,        6956,      12001
 825,              ,                ,               ,      6960,        6960,      12987
 826,              ,                ,               ,      6996,        6996,      13626
 827,              ,                ,               ,      6996,        6996,      15000
 828,              ,                ,               ,      6980,        6980,      17003
 829,              ,                ,               ,      7008,        7008,      11013
 830,              ,                ,               ,      7012,        7012,      11000
 831,              ,                ,               ,      6981,        6981,      11001
 832,              ,                ,               ,      7026,        7026,      10589
 833,              ,                ,               ,      7034,        7034,      11109
 834,              ,                ,               ,      7049,        7049,      11541
 835,              ,                ,               ,      7061,        7061,      11001
 836,              ,                ,               ,      7062,        7062,      11001
 837,              ,                ,               ,      7080,        7080,      10986
 838,              ,                ,               ,      7094,        7094,      11015
 839,              ,                ,               ,      7097,        7097,      14000
 840,              ,                ,               ,      7103,        7103,      13000
 841,              ,                ,               ,      7124,        7124,      13006
 842,              ,                ,               ,      7137,        7137,      16533
 843,              ,                ,               ,      7155,        7155,      15002
 844,              ,                ,               ,      7169,        7169,      13977
 845,              ,                ,               ,      7184,        7184,      13999
 846,              ,                ,               ,      7172,        7172,      14017
 847,              ,                ,               ,      7153,        7153,      11978
 848,              ,                ,               ,      7187,        7187,      10997
 849,              ,                ,               ,      7196,        7196,      10508
 850,              ,                ,               ,      7203,        7203,      10999
 851,              ,                ,               ,      7229,        7229,      11017
 852,              ,                ,               ,      7213,        7213,      11985
 853,              ,                ,               ,      7227,        7227,      14951
 854,              ,                ,               ,      7246,        7246,      14787
 855,              ,                ,               ,      7267,        7267,      17081
 856,              ,                ,               ,      7249,        7249,      16940
 857,              ,                ,               ,      7259,        7259,      16800
 858,              ,                ,               ,      7279,        7279,      15000
 859,              ,                ,               ,      7296,        7296,      20441
 860,              ,                ,               ,      7305,        7305,      14996
 861,              ,                ,               ,      7303,        7303,      16335
 862,              ,                ,               ,      7318,        7318,      15677
 863,              ,                ,               ,      7322,        7322,      13979
 864,              ,                ,               ,      7370,        7370,      14531
 865,              ,                ,               ,      7379,        7379,      14285
 866,              ,                ,               ,      7376,        7376,      13000
 867,              ,                ,               ,      7407,        7407,      14001
 868,              ,                ,               ,      7391,        7391,      17375
 869,              ,                ,               ,      7413,        7413,      15016
 870,              ,                ,               ,      7414,        7414,      13001
 871,              ,                ,               ,      7416,        7416,      11988
 872,              ,                ,               ,      7428,        7428,      11999
 873,              ,                ,               ,      7434,        7434,      11998
 874,              ,                ,               ,      7448,        7448,      16033
 875,              ,                ,               ,      7457,        7457,      13498
 876,              ,                ,               ,      7469,        7469,      12000
 877,              ,                ,               ,      7483,        7483,      12000
 878,              ,                ,               ,      7485,        7485,      12998
 879,              ,                ,               ,      7491,        7491,      13004
 880,              ,                ,               ,      7503,        7503,      14325
 881,              ,                ,               ,      7516,        7516,      18017
 882,              ,                ,               ,      7536,        7536,      12001
 883,              ,                ,               ,      7546,        7546,      11517
 884,              ,                ,               ,      7537,        7537,      30056
 885,              ,                ,               ,      7554,        7554,      17002
 886,              ,                ,               ,      7547,        7547,      14997
 887,              ,                ,               ,      7547,        7547,      14001
 888,              ,                ,               ,      7567,        7567,      11509
 889,              ,                ,               ,      7566,        7566,      12005
 890,              ,                ,               ,      7585,        7585,      16000
 891,              ,                ,               ,      7594,        7594,      12001
 892,              ,                ,               ,      7612,        7612,      21000
 893,              ,                ,               ,      7644,        7644,      17000
 894,              ,                ,               ,      7637,        7637,      14004
 895,              ,                ,               ,      7637,        7637,      16513
 896,              ,                ,               ,      7673,        7673,      13002
 897,              ,                ,               ,      7683,        7683,      13005
 898,              ,                ,               ,      7680,        7680,      15996
 899,              ,                ,               ,      7702,        7702,      17015
 900,              ,                ,               ,      7697,        7697,      13001
 901,              ,                ,               ,      7710,        7710,      12511
 902,              ,                ,               ,      7717,        7717,      11003
 903,              ,                ,               ,      7734,        7734,      12000
 904,              ,                ,               ,      7729,        7729,      12998
 905,              ,                ,               ,      7733,        7733,      17005
 906,              ,                ,               ,      7755,        7755,      18002
 907,              ,                ,               ,      7771,        7771,      18001
 908,              ,                ,               ,      7780,        7780,      17510
 909,              ,                ,               ,      7793,        7793,      17003
 910,              ,                ,               ,      7800,        7800,      14998
 911,              ,                ,               ,      7836,        7836,      15999
 912,              ,                ,               ,      7811,        7811,      13002
 913,              ,                ,               ,      7830,        7830,      13000
 914,              ,                ,               ,      7836,        7836,      13511
 915,              ,                ,               ,      7852,        7852,      13998
 916,              ,                ,               ,      7853,        7853,      13000
 917,              ,                ,               ,      7870,        7870,      12002
 918,              ,                ,               ,      7863,        7863,      15000
 919,              ,                ,               ,      7895,        7895,      14015
 920,              ,                ,               ,      7912,        7912,      12999
 921,              ,                ,               ,      7933,        7933,      13524
 922,              ,                ,               ,      7939,        7939,      14003
 923,              ,                ,               ,      7943,        7943,      12002
 924,              ,                ,               ,      7938,        7938,      18000
 925,              ,                ,               ,      7956,        7956,      12168
 926,              ,                ,               ,      7966,        7966,      13000
 927,              ,                ,               ,      7976,        7976,      16998
 928,              ,                ,               ,      7982,        7982,      12512
 929,              ,                ,               ,      7991,        7991,      13017
 930,              ,                ,               ,      8006,        8006,      13985
 931,              ,                ,               ,      8027,        8027,      14001
 932,              ,                ,               ,      8017,        8017,      15999
 933,              ,                ,               ,      8037,        8037,      17001
 934,              ,                ,               ,      8026,        8026,      16019
 935,              ,                ,               ,      8053,        8053,      22533
 936,              ,                ,               ,      8074,        8074,      13011
 937,              ,                ,               ,      8090,        8090,      19002
 938,              ,                ,               ,      8074,        8074,      14998
 939,              ,                ,               ,      8080,        8080,      16008
 940,              ,                ,               ,      8096,        8096,      15517
 941,              ,                ,               ,      8123,        8123,      18998
 942,              ,                ,               ,      8120,        8120,      15016
 943,              ,                ,               ,      8133,        8133,      15985
 944,              ,                ,               ,      8159,        8159,      16366
 945,              ,                ,               ,      8165,        8165,      16019
 946,              ,                ,               ,      8180,        8180,      18060
 947,              ,                ,               ,      8188,        8188,      14014
 948,              ,                ,               ,      8164,        8164,      14004
 949,              ,                ,               ,      8183,        8183,      12983
 950,              ,                ,               ,      8218,        8218,      14001
 951,              ,                ,               ,      8216,        8216,      14020
 952,              ,                ,               ,      8224,        8224,      14019
 953,              ,                ,               ,      8235,        8235,      14517
 954,              ,                ,               ,      8247,        8247,      15001
 955,              ,                ,               ,      8256,        8256,      12985
 956,              ,                ,               ,      8271,        8271,      13017
 957,              ,                ,               ,      8286,        8286,      11997
 958,              ,                ,               ,      8327,        8327,      13998
 959,              ,                ,               ,      8322,        8322,      13031
 960,              ,                ,               ,      8299,        8299,      13525
 961,              ,                ,               ,      8309,        8309,      14005
 962,              ,                ,               ,      8324,        8324,      14997
 963,              ,                ,               ,      8344,        8344,      12999
 964,              ,                ,               ,      8351,        8351,      14000
 965,              ,                ,               ,      8361,        8361,      14001
 966,              ,                ,               ,      8387,        8387,      18004
 967,              ,                ,               ,      8383,        8383,      13521
 968,              ,                ,               ,      8380,        8380,      13013
 969,              ,                ,               ,      8383,        8383,      13984
 970,              ,                ,               ,      8398,        8398,      14000
 971,              ,                ,               ,      8398,        8398,      15005
 972,              ,                ,               ,      8430,        8430,      12998
 973,              ,                ,               ,      8440,        8440,      13020
 974,              ,                ,               ,      8449,        8449,      16520
 975,              ,                ,               ,      8458,        8458,      15987
 976,              ,                ,               ,      8447,        8447,      15017
 977,              ,                ,               ,      8461,        8461,      14987
 978,              ,                ,               ,      8493,        8493,      16005
 979,              ,                ,               ,      8495,        8495,      14014
 980,              ,                ,               ,      8493,        8493,      13125
 981,              ,                ,               ,      8496,        8496,      13000
 982,              ,                ,               ,      8539,        8539,      17000
 983,              ,                ,               ,      8526,        8526,      15000
 984,              ,                ,               ,      8527,        8527,      17999
 985,              ,                ,               ,      8541,        8541,      15006
 986,              ,                ,               ,      8550,        8550,      17526
 987,              ,                ,               ,      8559,        8559,      18017
 988,              ,                ,               ,      8564,        8564,      15985
 989,              ,                ,               ,      8577,        8577,      15018
 990,              ,                ,               ,      8597,        8597,      20988
 991,              ,                ,               ,      8601,        8601,      14018
 992,              ,                ,               ,      8615,        8615,      13528
 993,              ,                ,               ,      8622,        8622,      13999
 994,              ,                ,               ,      8643,        8643,      14002
 995,              ,                ,               ,      8649,        8649,      13002
 996,              ,                ,               ,      8656,        8656,      13165
 997,              ,                ,               ,      8663,        8663,      12996
 998,              ,                ,               ,      8671,        8671,      14019
 999,              ,                ,               ,      8680,        8680,      12520
1000,              ,                ,               ,      8693,        8693,      13000
